position,company,location,salary,summary
Principal Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)",,Define enterprise data strategy and data monetization processes through analysis of rich streams of unstructured data to find correlations between events and...
Market Research Analyst - Competitive Intelligence,Reliance Standard Life Insurance Company,"Philadelphia, PA 19103 (Belmont area)",,"Preferred to have1-3years experience in strategic analysis, competitive/market intelligence and/or data analysis...."
Research & Insights Analyst,"PeopleMetrics, Inc.","Philadelphia, PA 19103 (Belmont area)",,"Demonstrate a clear understanding of data and the ability to explain data in a simple, concise way. The Research & Insights Analyst is responsible for..."
AR&D Scientist II,Lannett Company Inc,"Philadelphia, PA",,Accurately compiles and reports data. Responsible for supporting product development trial samples testing and method development/validation for primarily...
Environmental Remediation Scientist,PS&S,"Cherry Hill, NJ 08003",,"Direct and implement field and office data collection efforts, data validation, and data evaluation. PS&S is an award-winning “one-stop shop” of architecture..."
Data Engineer - Machine Learning,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"You will use your software development and data mining skills to build data sets, data quality metrics, and automation tools to enhance our research and system..."
Clin Research Fin Analyst I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Req ID: 15745 Shift: Days Employment Status: AF - Active - Regular - Full Time Job Summary Under moderate guidance/supervision by a senior CRFA and/or...
Senior Analyst Quantitative Analytics,Lincoln Financial,"Philadelphia, PA",,"Alternate Locations: Philadelphia, PA (Pennsylvania) Relocation assistance will be considered/provided for this opportunity within our company guidelines...."
PROGRAM RESEARCH ANALYST,Gateway Foundation,"Yardville, NJ",,"Data system, data collection plans and materials, data analysis, quality assurance and performance improvement...."
ANALYTICAL R&D SCIENTIST II (2 positions),Virtus Pharmaceuticals,"Bristol, PA",,"JOB DESCRIPTION –ANALYTICAL R&D SCIENTIST II (2 positions). Key responsibilities are to support the senior analytical scientists for method development, method..."
ANALYTICAL R&D SCIENTIST I,Virtus Pharmaceuticals,"Bristol, PA",,"JOB DESCRIPTION –ANALYTICAL R&D SCIENTIST I. Key responsibilities are to support the senior analytical scientists for daily analytical activities, including..."
RESEARCH ANALYST/DATABASE ADMINISTRATOR,University of Pennsylvania,"Philadelphia, PA",,"Proven data analysis skills are required. Ability to analyze data requirements, maintain database dictionaries, and integration of systems through database..."
Data Scientist - Predictive Analytics / Machine Learning,QuintilesIMS,"Philadelphia, PA",,"DATA SCIENTIST (PREDICTIVE ANALYTICS/ MACHINE LEARNING). Experience with patient-level, longitudinal data...."
BUSINESS & DATA ANALYSIS LIBRARIAN,University of Pennsylvania,"Philadelphia, PA",,"Provide a full range of data support services including assisting researchers with data analysis software packages, statistical and qualitative data analysis..."
"Market Research Analyst, Graduate & Extended Studies Programs",Saint Joseph's University,"Philadelphia, PA",,Assist in market research data to develop effective promotional materials and communications. Research market conditions to gather information and analyze...
Quantitative Research Analyst,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"In this role, you will examine global markets, utilize terabytes of trading data, and leverage your statistical analytic skills to build models and strategies..."
Summer Internship for Research Department - Statistical Analyst,Federal Reserve Bank of Philadelphia,"Philadelphia, PA",,"This would include developing a common data dictionary, reconciling data, developing an update process, and generating initial analysis of the pooled data and..."
Clinical Genomic Scientist I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,The Clinical Genomic Scientist I position is an entry level position for a Genomic Scientist with a MS or PhD degree....
Research Statistician I-Pediatric IDEAS Research Group,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Managing and analyzing data; Experience with design and maintenance of data management systems highly preferred....
Technologist - Entry level,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"Whether you aspire to be a software expert, Data Scientist, UX Designer, Information Security Analyst, or a highly-regarded architect we can help you achieve..."
Statistical Programmer,QuintilesIMS,"Plymouth Meeting, PA",,Experience analyzing very large amounts of data. Experience working with Patient-level and/or medical claims-level data....
"Executive Director, Data Science",Comcast,"Philadelphia, PA 19103 (Belmont area)",,You will provide both strategic and tactical leadership and direction for the existing data scientist as well as assess the organization's on-going talent...
Data Scientist - Institutional Advancement,Thomas Jefferson University and Hospitals,"Philadelphia, PA",,The Data Scientist is a highly motivated and inquisitive Business Intelligence Data Analyst. This ranges from Donor Data to Alumni Data and through Patient Data...
Data Scientist - Taxonomy,Clarivate Analytics,"Philadelphia, PA",,"Data Scientist, Knowledge Management. Clarivate Analytics is looking for a self-motivated and detail-oriented data scientist with excellent data interpretation..."
Planning Data Scientist,Delaware Valley Regional Planning Commission,"Philadelphia, PA",,Assist Manager of Data Coordination with internal data inventory effort and other data coordination activities....
"SR RESEARCH INVESTIGATOR, DISCOVERY PROJECT LEAD",University of Pennsylvania,"Philadelphia, PA",,"The successful candidate must thrive in a team environment, have excellent written and oral communication skills, ability to prioritize in a fast-paced..."
Research Assistant I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Assists with the preparation of data for publication or presentation at symposia. Formulates and performs complex lab experiments and analyzes & reports the...
Statistical Programmer,QuintilesIMS,"Plymouth Meeting, PA",,Experience analyzing very large amounts of data. Experience working with Patient-level and/or medical claims-level data....
College Intern: Enterprise Information Management,Independence Blue Cross,"Philadelphia, PA",,"Enterprise Information Management (EIM) team is responsible for enterprise-wide data modeling, new data acquisition, business intelligence reporting and..."
Analytical Scientist,Solvay,"Bristol, PA",,Interpret and analyze data. The Analytical Scientist is laboratory based and the candidate will be responsible for operating and maintaining instruments in the...
Associate Scientist Virus Production,Wuxi AppTec,"Philadelphia, PA",,Ability to evaluate technical data and record data accurately and legibly. Conducts critical review of results and reports data appropriately....
"VP, Data Science",Sidecar,"Philadelphia, PA 19107 (City Center East area)",,"Manage and develop a team of quantitative and highly skilled data scientists. Exceptional people manager, mentor, and leader with experience managing and..."
Associate,Exponent,"Philadelphia, PA 19104 (Belmont area)",,"Analyzing and synthesizing technical biomechanical data involving kinematics, dynamics, mechanisms of injury, and human tolerance...."
Lead Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)",,Define enterprise data strategy and data monetization processes through analysis of rich streams of unstructured data to find correlations between events and...
Data Scientist,QuintilesIMS,"Plymouth Meeting, PA",,"DATA SCIENTIST (PREDICTIVE ANALYTICS/ MACHINE LEARNING). Experience with patient-level, longitudinal data...."
"Senior Scientist, Computational Chemistry",Johnson & Johnson Family of Companies,"Spring House, PA",,"Janssen Research & Development, a Johnson & Johnson Company is recruiting for a Senior Scientist, Computational Chemistry to be located Spring House,..."
"Senior Scientist, Computational Biology",Johnson & Johnson Family of Companies,"Spring House, PA",,A background in integrative data analysis approaches of high-dimensional biological data is preferred. Perform data analysis of a variety of omics platforms...
Lead Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)",,Define enterprise data strategy and data monetization processes through analysis of rich streams of unstructured data to find correlations between events and...
Logistics Engineer - Obsolesce,Scientific Research Corporation,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",,Ability to assist government customer staff in the collection and analysis of actual and predictable obsolesce data....
Risk Analyst (Quantitative) $100K,Watson Barron,"Trenton, NJ","$100,000 a year","Title: Senior Analyst Location: Trenton, NJ Why this opportunity? Senior Analyst opportunity in the Princeton NJ area! They are prestigious firm with a..."
Scientist,Wuxi AppTec,"Philadelphia, PA",,"Ability to perform complex mathematic and data analysis, and to work with Excel and other scientific data analysis tools to collect and analyze data...."
Scientist,Exponent,"Philadelphia, PA 19104 (Belmont area)",,"Providing case management, data processing, and other project support. Exponent’s Human Factors Practice is seeking a Scientist for our Philadelphia, PA office...."
Statistician,QuintilesIMS,"Plymouth Meeting, PA",,Experience with large data sets and basic knowledge of SAS programming languages in both PC and mainframe environments is preferred....
"Scientist, Data Sciences",Johnson & Johnson Family of Companies,"Spring House, PA",,"There are many ways to explore and analyze data, and this drives the excitement and passion of data scientists at Janssen as many business units are eager to..."
Summer Internship for Research Department - Analyst,Federal Reserve Bank of Philadelphia,"Philadelphia, PA",,Data collection and digitization to extend existing work on state economic policy and labor laws. Summer Internship for Research Department - Analyst-253286....
"Scientist, Data Sciences",Johnson & Johnson Family of Companies,"Spring House, PA",,"There are many ways to explore and analyze data, and this drives the excitement and passion of data scientists at Janssen as many business units are eager to..."
Statistician,QuintilesIMS,"Plymouth Meeting, PA",,Experience with large data sets and basic knowledge of SAS programming languages in both PC and mainframe environments is preferred....
Research Analyst - Emergency Medicine Department - Full Time,Thomas Jefferson University and Hospitals,"Philadelphia, PA",,"Plans, coordinates, and drafts grant proposal submissions, data management strategies, data analytic strategies, and manuscript preparation and submission with..."
Assistant Scientist,Temple University,"Philadelphia, PA",,Demonstrated data analysis skills. And collect and manage data from experiments. The Assistant Scientist will also manage the day-to-day operations of a...
Formulation R&D Scientist III,Virtus Pharmaceuticals,"Bristol, PA",,Formulation R&D Scientist III. Familiarity with interpretation of data generated by various developmental analytical tools....
Risk Analyst (Quantitative) $100K,Watson Barron,"Trenton, NJ","$100,000 a year","Title: Senior Analyst Location: Trenton, NJ Why this opportunity? Senior Analyst opportunity in the Princeton NJ area! They are prestigious firm with a..."
Senior Statistician,QuintilesIMS,"Plymouth Meeting, PA",,Experience analyzing very large amounts of data. Experience working with Patient-level and/or medical claims-level data....
Data Analyst - Medicine Program Development,Einstein Healthcare Network,"Philadelphia, PA 19115 (Bustleton area)",,Collaborating with data managers to obtain data; Collaborating with data managers to ensure data quality control. Identifying data needs;...
Software Engineer,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,Understanding of data modeling principles. Ability to work with complex data models. Familiarity of industry best practices — code coverage Proficiency with...
Planning Associate,Michael Baker International,"Philadelphia, PA",,"Compiling and analyzing data on economic, social, and physical factors; Collect a variety of quantitative and qualitative data to prepare reports and maps...."
POSTDOC ASSOCIATE,Temple University Health System,"Philadelphia, PA",,The Postdoctoral Associate is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal...
Research Analyst I - Emerging Technologies,ECRI Institute,"Plymouth Meeting, PA 19462",,"Clinical data analysis; Perform basic statistical tests on study data, accept and appropriately implement peer review critiques;..."
Logistics Data / Publication Spec,BOEING,"Ridley Park, PA",,"Analyze and evaluate engineering source data, vendor data, and customer data in order to design, organize, and develop technical data required to operate and..."
R&D Scientist - Glass Expert,Heraeus Holding GmbH,"Conshohocken, PA",,R&D Scientist - Glass Expert 1. Location Conshohocken - Pennsylvania....
"Head, Statistical Programming & Analysis",Johnson & Johnson Family of Companies,"Spring House, PA",,"Establishing Janssen Data Analysis team as an industry. High-end programming solutions for data exploration, design evaluation etc...."
RESEARCH INVESTIGATOR SR,University of Pennsylvania,"Philadelphia, PA",,Experience must include processing and analysis of neuroimaging data. The ideal candidate will have demonstrated excellent qualifications in quantitative...
Market Research & Portfolio Analyst,Johnson Matthey,"Conshohocken, PA",,Generates data for use in new product launch planning. Generates data that drives business-case analysis and which allows to make appropriate recommendations...
Data Scientist - Health Data Sciences,Symphony Health Solutions,"Conshohocken, PA",,HDS is hiring a Data Scientist to join our team. Experience in large volume data analysis and big data (RDBMS/HDFS)....
Buy Side Research Analyst,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"Overview As an Analyst on SIG’s Research team, you will partner with our senior analysts and traders to identify investment opportunities in the equity and..."
Director-Data Scientist,Cardone,"Philadelphia, PA 19124 (Juniata Park-Feltonville area)",,"Locate new and diverse data sources, analyze statistics, perform data studies, and implement quality procedures...."
"Research Scientist, Bioconjugation & Targeted Delivery",Johnson & Johnson Family of Companies,"Spring House, PA",,"Author data summaries, technical reports, standard operating procedures, publications, and presentations. Contribute to multiple research projects and provide..."
DREXEL LAB SCIENTIST CO-OP,Johnson & Johnson Family of Companies,"Spring House, PA",,"Laboratory experiments, analyze experimental data, generate. The Lab Scientist will join the Translational. Is recruiting for a Lab Scientist Co-op, located in..."
PK/PD Scientist,Johnson & Johnson Family of Companies,"Spring House, PA",,The PK/PD Scientist primarily supports preclinical and early clinical development of therapeutic biologics across all Therapeutic Areas....
Statistical Programmer - PL/SQL Developer,QuintilesIMS,"Plymouth Meeting, PA",,"Devoted to applying big data to clinical trials, this high-profile team aims to be a global leader in the application of big data within the drug development..."
"Scientist, HTS Assay Development",Johnson & Johnson Family of Companies,"Spring House, PA",,"The Scientist, HTS Assay Development will:. Analyze and publish screening data including presentation at program team meetings...."
Associate Scientist I,Johnson & Johnson Family of Companies,"Spring House, PA",,"Recording and analyzing experimental data, verifying data integrity and accuracy, and reporting on findings to the team...."
RESEARCH SPECIALIST C,University of Pennsylvania,"Philadelphia, PA",,Participate in internal data sharing. Create graphs/figures for data presentations and publications. Research Specialist is expected to keep abreast of the work...
Population Health Research Assistant Full-time 40 hours per week,Main Line Health,"Wynnewood, PA 19096",,"Assists in Center’s data management and maintenance, including internal and external data sources. As the research center for Lankenau Hospital and the Main..."
Senior Data Engineer,The Meet Group,"Philadelphia, PA",,"As a subject matter expert in data architecture, you will mentor junior engineers and data scientists. Working closely with our Data Scientists, you will also..."
"Senior Associate Scientist, Antibody Discovery",Johnson & Johnson Family of Companies,"Spring House, PA",,"As a Senior Associate Scientist responsibilities include:. Janssen Research & Development, L.L.C., a division of Johnson & Johnson's Family of Companies is..."
"Manager, Data Scientist",KPMG,"Philadelphia, PA",,"Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and..."
"Associate Scientist, Exploratory Biology",Johnson & Johnson Family of Companies,"Spring House, PA",,"The Associate Scientist will:. Scientist located in Spring House, PA. The Associate Scientist will join the...."
Strategic Options Trading Quantitative Analyst,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"You will work with large data sets, often terabytes of data, containing billions of records daily. Experience working with large, often messy, data sets...."
Director - CyberSec Business Information Systems,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"Data analytics skills. Apply expert knowledge in data protection, 3rd party management and risk mitigation techniques...."
Data Visualization Software Engineer,KPMG,"Philadelphia, PA",,"Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores, and preparing data for visualization...."
Senior Research Analyst,Independence Blue Cross,"Philadelphia, PA",,"Three to five years experience analyzing large datasets, demonstrable technical experience and data management skills including data development, data..."
POSTDOC FELLOW,Temple University Health System,"Philadelphia, PA",,The Postdoctoral Fellow is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal of...
Ultimate Hoops Statistician,Life Time Fitness,"Fort Washington, PA",,Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....
Assistant Scientist,Johnson & Johnson Family of Companies,"Spring House, PA",,"The candidate will record and analyze experimental data, verify data integrity and accuracy, and report/summarize findings to the project team, and also draft..."
Proteomics,The Wistar Institute,"Philadelphia, PA 19104 (Belmont area)",,"While preference will be given to experienced scientists, we are willing to train exceptionally motivated individuals with strong analytical and communication..."
Environmental Technician,Brown and Caldwell,"Cherry Hill, NJ 08002",,"Computer data entry of operations data, water level data, laboratory data, waste tracking. Willingness and ability to work on your own at the direction and..."
Retirement Plans Specialist - Human Resources,Thomas Jefferson University and Hospitals,"Philadelphia, PA",,"The University enrolls more than 3,700 future physicians, scientists and healthcare professionals. Safeguards data integrity through close interaction with..."
"Senior Associate, Data Scientist",KPMG,"Philadelphia, PA",,"Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and..."
Data Scientist,Workbridge Associates,"Philadelphia, PA","$100,000 - $130,000 a year",Experience with Big Data. A software company located in Philadelphia is seeking a Mid to Senior Level Data Scientist to join their team....
Histotechnologist II,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,"Exhibits the ability to handle and interpret data, multitask, and maintains confidential material. This year of experience must be under the supervision of a..."
RESEARCH SPECIALIST A/B,University of Pennsylvania,"Philadelphia, PA",,"Generate reliable data. Perform initial data assessment. Process and analyze results and data, perform calculations, initial data assessment, and create graphs..."
"Geologist / Environmental Scientist, Robbinsville, NJ",Sovereign Consulting Inc.,"Robbinsville, NJ",,"Preparation of analytical data tables; Sovereign Consulting Inc., a growing environmental consulting and remediation firm headquartered in Robbinsville, NJ, is..."
Web of Science Editor,Clarivate Analytics,"Philadelphia, PA",,"The Scientific & Academic Research business of Clarivate Analytics provides research and analytic solutions, including Web of Science, the “gold standard”..."
Backend Engineer,Oncora Medical,"Philadelphia, PA","$80,000 - $120,000 a year",Improve and optimize existing data pipelines in conjunction with data scientists and engineers. Identify and extract useful information from heterogeneous data...
"Analyst 2, Mktg Research & Planning",Comcast,"West Conshohocken, PA 19428",,"And/or syndicated data (Scarborough, Experian, Polk, Kantar, etc.)- Understands fundamentals media measurement, research and local cable advertising.-..."
Principal Software Engineer-Mobile-iOS,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"Data sets, social networks and collaboration platforms. UI and non UI), Core Data, SQLite, JSON, Network calls...."
VP Software Engineering (Clinical Solutions),Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"A global company based in Amsterdam, Elsevier partners with scientists, researchers, healthcare providers, educators and decision-makers in academic..."
Big Data Software Engineer,KPMG,"Philadelphia, PA",,Lead the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....
"Analyst 2, Mktg Research & Planning",Comcast,"West Conshohocken, PA 19428",,"And/or syndicated data (Scarborough, Experian, Polk, Kantar, etc.)- Understands fundamentals media measurement, research and local cable advertising.-..."
Security Engineer,Oncora Medical,"Philadelphia, PA","$100,000 - $150,000 a year",You will work with our small team of engineers and scientists to ensure that new and old code meets security requirements and that sensitive health data remains...
"Director, Data Scientist",KPMG,"Philadelphia, PA",,"Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and..."
Data Scientist,Workbridge Associates,"Philadelphia, PA","$100,000 - $130,000 a year",Experience with Big Data. A software company located in Philadelphia is seeking a Mid to Senior Level Data Scientist to join their team....
Programmer II,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Previous experience in data modeling is preferred. Proven experience in designing intuitive data driven user interfaces....
Director Software Engineering (Search & Discovery),Elsevier,"Philadelphia, PA 19103 (Belmont area)",,Expertise in data structures and practical application of data structures. Deep learning) to identify patterns in data....
Scientific Director of Statistical Modeling and Methodology,Johnson & Johnson Family of Companies,"Spring House, PA",,Serving in internal Independent Data Monitoring Committees for trials involving innovative approaches requiring unblinded interim analyses;...
QC Analyst,NMS Labs,"Willow Grove, PA",,"Ability to read and interpret technical procedures and data. Ability to define problems, collect data, establish facts, and draw valid conclusions...."
Programmer II,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Previous experience in data modeling is preferred. Proven experience in designing intuitive data driven user interfaces....
Director Software Engineering (Search & Discovery),Elsevier,"Philadelphia, PA 19103 (Belmont area)",,Expertise in data structures and practical application of data structures. Deep learning) to identify patterns in data....
"Principal Scientist, Global Proactive Product Quality Scan (PPQS) Lead",Johnson & Johnson Family of Companies,"Fort Washington, PA",,"CGMP and cGDP quality risk management information, assessments, data, etc. is. Of Johnson & Johnson’s Family of Companies, is currently recruiting for a..."
Predictive Analytics Manager,Piper Companies,"Plymouth Meeting, PA",,Oversee multiple work streams within projects involving Data Scientists and Clinical Experts. Collaborate with software engineers and data scientists to improve...
UX Product Designer,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"We use Machine Learning and Natural Language Processing to filter, extract and learn from vast data sets, social networks and collaboration platforms...."
"Principal Scientist, Global Continued Process Verification (CPV) Lead",Johnson & Johnson Family of Companies,"Fort Washington, PA",,"CGMP quality risk management information, assessments, data, etc. is available. Subject matter experts to ensure that appropriate product-specific data is..."
POST DOC DISCOVERY SCIENCES,Johnson & Johnson Family of Companies,"Spring House, PA",,The scientist candidate will be. The scientist will effectively and frequently. Present data in professional 'publication ready' format....
Nurse Scientist,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Participates in the development of databases related to pediatric nursing and supervises the collection and analysis of such data....
"Principal Scientist, Investigative Immunotoxicology",Johnson & Johnson Family of Companies,"Spring House, PA",,Conducts experiments and reports data following Data. The Principal scientist has responsibility. The Principal Scientist in Investigative Immunotoxicology....
"Principal Scientist, PK/PD",Johnson & Johnson Family of Companies,"Spring House, PA",,Supervise junior scientists. Presenting and publishing scientific data at conferences and in peer-reviewed journals....
"Regulatory Affairs Specialist, CMC",Katalyst Healthcares & Life Sciences,"Newtown, PA 18940",,"Support CMC scientists in collection of information to support change assessments and dossier strategy. MS Project for project planning, MS Excel for data..."
DREXEL BIOCHEMICAL SUPPORT GROUP CO-OP,Johnson & Johnson Family of Companies,"Spring House, PA",,Submit data and outcomes to manager and follow. Co-op will serve as the primary scientist for the site-specific protein....
Principal Software Engineer - Android,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"We extensively use Machine Learning and Natural Language Processing to filter, extract and learn from vast data sets, social networks and collaboration..."
Environmental Scientist/Geologist,GHD,"Philadelphia, PA",,Summarizing data in tables and figures; Environmental Scientist/Geologist - PHI00062....
Drug Safety Associate,Inovio Pharmaceuticals,"Plymouth Meeting, PA 19462",,Interaction with physicians and scientists for evaluation and completion of cases. Experience in data entry using safety database applications and coding of...
Quant Research Analyst,3coast,"Philadelphia, PA","$150,000 - $250,000 a year","Experience in data and time series analysis strongly preferred. 2+ years of professional and/or academic experience in model development, big data analysis and..."
Forensic Scientist 3 (Digital Evidence),City of Philadelphia,"Philadelphia, PA",,Work is performed under the supervision of a higher level forensic scientist or technical superior. Employees must maintain status as a qualified Forensic...
"Geologist, Hydrogeologist, or Environmental Scientist - Entry Level","Langan Engineering and Environmental Services, Inc...","Philadelphia, PA 19103 (Belmont area)",,"Data management, processing and evaluation; Langan has an opening for a Geologist, Hydrogeologist, or Environmental Scientist – Entry Level in our Philadelphia,..."
Residency Program Coordinator,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)",,"Maintains databases with resident and faculty data, including E-Value. Assists in monitoring resident’s duty hours, evaluations and operative/case experience..."
Bioassay Scientist,Eurofins Lancaster Laboratories Professional Scien...,"Spring House, PA",,"Familiarity with Excel and data analysis. This scientist level position will support the Bioassay group. Scientist responsibilities include, but are not limited..."
Residency Program Coordinator,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)",,"Maintains databases with resident and faculty data, including E-Value. Assists in monitoring resident’s duty hours, evaluations and operative/case experience..."
Quant Research Analyst,3coast,"Philadelphia, PA","$150,000 - $250,000 a year","Experience in data and time series analysis strongly preferred. 2+ years of professional and/or academic experience in model development, big data analysis and..."
"Principal Scientist, Cell Manufacturing Science and Technology","Adaptimmune, LLC","Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",,"Prepare data reports for internal use, regulatory filings, investor publications, and scientific conferences. We are recruiting a Principal Scientist to be part..."
Research Tech IV,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)","Estimated salary: $30,000 - $38,000 a year","Formulates and performs lab experiments, analyzes results, interpretation of methodology & reports the data and maintains appropriate log books and lab notebook..."
Principal statistician,Johnson & Johnson Family of Companies,"Spring House, PA",,"The Principal Scientist, Data Sciences will be part of a dynamic, accomplished. Generates wealth of data...."
"Scientist, Clinical Development & Pharmaceutical","DrugScan, Inc","Horsham, PA 19044",,Documentation of quality control data. Other data as prescribed by the SOP. The Scientists will also assist in clinical method development activities....
UX Designer,Monetate,"Conshohocken, PA 19428",,"You’ll work closely with product managers, data scientists, and developers to help validate user needs and translate broad concepts into elegant user..."
