position,company,location,salary,summary
Environmental Scientist,APTIM,"Miami Lakes, FL 33016",,"Collection and interpretation/evaluation of scientific data. Our Miami, FL office is looking for an Environmental Scientist to participate in the development..."
Senior Administrative Assistant,Beckman Coulter - Diagnostics,"Miami, FL",,Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....
DATA ENGINEER TECH LEAD,Ultimate Software,"Fort Lauderdale, FL",,"Brainstorm ideas with database developers, data engineers and data scientists to generate new data products. Ultimate Software is seeking a Data Engineer Tech..."
"Postdoctoral Associate (Cancer, Cardiovascular/Neurodegenerative Diseases)",University of Miami,"Coral Gables, FL",,Presenting data in laboratory meetings and other venues; He or she should have the quality which will promote new collaborative initiatives with scientists...
Reliability Engineer,"Magic Leap, Inc.","Fort Lauderdale, FL",,"Statistical data analysis to provide risk assessment of a design. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and...."
Senior Biostatistician,Beckman Coulter - Diagnostics,"Miami, FL",,"Participate in development of database clinical trial data specifications, including eCRF design, user requirements, edit rules/checks, query logic, and data..."
Senior Technician Technical Documentation,Beckman Coulter - Diagnostics,"Miami, FL",,The function may include customer data and quality and regulatory data following ISO standards to internal quality and production standards....
"BioWatch Lead Biological Scientist - Miami, FL",Patricio Enterprises,"Miami, FL",,BIOWATCH LEAD BIOLOGICAL SCIENTIST. Entering data owned by the state/local public health laboratory into computerized or computer-linked systems;...
Graduate Research Assistant I,Nova Southeastern University,"Dania Beach, FL 33004",,"Conducting data analysis and computations. Creating various reports based upon data results. D. Presenting data at conferences, scientific symposium, and..."
Human Vision Scientist,"Magic Leap, Inc.","Fort Lauderdale, FL",,"Experience with data analysis methods and statistical packages such as R. The position involves responsibility for end-to-end studies with human participants,..."
"Stroke Data Analyst, Registered Nurse, Neuroscience Research, FT, 8A-4:30P",Baptist Hospital of Miami,"Miami, FL",,Marginal Function - Stroke Data Analyst-RN - Attends all applicable Neuroscience and/or Stroke meetings related to data analysis or discussions....
"Stroke Data Analyst, Registered Nurse, Neuroscience Research, FT, 8A-4:30P",Baptist Hospital of Miami,"Miami, FL",,Marginal Function - Stroke Data Analyst-RN - Attends all applicable Neuroscience and/or Stroke meetings related to data analysis or discussions....
Database Developer - Contractor,"Magic Leap, Inc.","Plantation, FL",,"Analyze/profile data, create conceptual, logical and physical data model designs, design and develop ETL, reporting and analytics solutions...."
"Manager, Product Management",Beckman Coulter - Diagnostics,"Miami, FL",,"Scientists use our life science research. Scientists, supplying critical information for improving patient health and. Manager, Product Management...."
Sr Quality Assurance Scientist - Complaint Handling,Beckman Coulter - Diagnostics,"Miami, FL",,Sr Quality Assurance Scientist - Complaint Handling. Generate and analyze customer feedback (CF) data to improve product reliability and performance for our...
Project Geologist,Terracon,"Fort Lauderdale, FL",,"Interpret soil, bedrock and groundwater elevation and quality data. Evaluates complex laboratory and field data and assembles in written reports...."
Security Operations Center Specialist II,Akamai,"Fort Lauderdale, FL",,"Correlate data by researching logs, analyzing graphs and packet inspection to provide detailed customer reports...."
Onsite Senior Development Scientist,L&T Technology Services,"Miami, FL",,"Analyze data using statistical methods, interprets technical data; Reports and documents issues, and collects data for to support global registration of..."
"Interior Design Intern | Miami, FL","Gresham, Smith and Partners.","Coral Gables, FL",,"Compile data, perform design computations and prepare plans and renderings. GS&P consists of industry-leading professionals practicing architecture and..."
Sr. Research Associate 2 - Pediatrics,University of Miami,"Coral Gables, FL","$46,400 - $83,600 a year","In addition, the candidate should be able to carry out extensive qualitative and quantitative data analysis such as image analysis and processing...."
Senior Accounting Research Analyst,FedEx Express,"Miami, FL",,Company: FedEx Express Job Title: Senior Accounting Research Analyst Job Requisition Number: RC9298 Category: Accounting/Finance Job Family: FXE-US: LAC...
Senior Accounting Research Analyst,FedEx Express,"Miami, FL",,Company: FedEx Express Job Title: Senior Accounting Research Analyst Job Requisition Number: RC9298 Category: Accounting/Finance Job Family: FXE-US: LAC...
(Temporary Medical) Research Laboratory Technician,University of Miami,"Coral Gables, FL","$27,400 - $49,400 a year","Processes, organizes and summarizes data. Uses computers to record experimental data and computerized equipment for research, and may assist with analysis of..."
Senior Software Engineer,Beckman Coulter - Life Sciences,"Miami, FL",,Control and data acquisition from laboratory or industrial equipment. Implementation of algorithms to derive answers from large data sets....
Principal Automation Engineer,"Magic Leap, Inc.","Plantation, FL","Estimated salary: $75,000 - $96,000 a year","Skill in data analysis and process qualification. Magic Leap is an eclectic group of visionaries, rocket scientists, and gurus from the fields of film, robotics..."
Supplier Quality Engineering (Data Scientist) - Contractor,"Magic Leap, Inc.","Fort Lauderdale, FL","Estimated salary: $96,000 - $122,000 a year",Strong data analysis capability including ability to articulate the findings; Magic Leap is seeking a proactive and professional engineer to drive establishment...
Supplier Quality Engineer (Data Scientist),"TekPartners, A P2P Company","Plantation, FL",$50 an hour,"Supplier Quality Engineer (Data Scientist) Location:. Strong data analysis capability including ability to articulate the findings; Plantation, FL Duration:...."
Sr. Product Quality Engineer,"Magic Leap, Inc.","Fort Lauderdale, FL",,Conduct periodic reviews of Field/Factory Quality Data with CM partners. Statistical data analysis to provide risk assessment of system quality issues....
Lead Product Quality Engineer,"Magic Leap, Inc.","Plantation, FL",,Conduct periodic reviews of Field/Factory Quality Data with CM partners. Statistical data analysis to provide risk assessment of system quality issues....
Physician/Attending - Child & Adolescent Psychiatry,Miami Children’s Health System,"Miami, FL 33155",,"The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary..."
Senior Sustaining Automation Engineer,"Magic Leap, Inc.","Plantation, FL",,"Skill in data analysis and process qualification. Magic Leap is an eclectic group of visionaries, rocket scientists, and gurus from the fields of film, robotics..."
"Senior Mechanical Engineer, Test and Simulation","Magic Leap, Inc.","Plantation, FL",,"And other advanced testing and data analysis technologies. Perform the actual tests, collecting data, and post processing with MATLAB® scripts...."
"Business Solutions Consultant I - Automotive Retail - Service & Parts - Miami, FL",CDK Global,"Miami, FL 33134",,"From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career...."
Software Engineer (Test Automation) - Contractor,"Magic Leap, Inc.","Fort Lauderdale, FL",,"Knowledge of test data analysis, statistics, and test reports. The goal is to develop and deploy a fully automated test automation solution that empowers a wide..."
Sr. Traffic Engineer/Transportation Planner/Project Manager,HDR,"Miami Lakes, FL",,Perform and manage traffic safety analysis using current data and methods. We create an unshakable foundation for progress because our multidisciplinary teams...
"Senior Interior Designer - Healthcare market | Miami, FL","Gresham, Smith and Partners.","Coral Gables, FL",,"Compile data, perform design computations and prepare plans and renderings. GS&P consists of industry-leading professionals practicing architecture and..."
"Lead, Data Scientist",Royal Caribbean Cruises Ltd.,"Miami, FL 33132 (Downtown area)",,"Lead, Energy Scientist*. In addition the position requires advanced data analytics capabilities to drive decisions based on data...."
"Physician/Attending - Genetics & Metabolism. Boynton Beach (Palm Beach County), FL!",Miami Children’s Health System,"Miami, FL 33155",,"The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary..."
"Market Research Analyst Miami, FL - Headquarters","Brand Institute, Inc","Miami, FL 33131 (Downtown area)",," Collecting and analyzing data from pharmaceutical, consumer, and linguistics surveys. Market Research Analyst...."
Scientist: Data Analysis,Affinity Resources,"Plantation, FL","$45,000 - $55,000 a year",Develop and implement software tools to automate data collection and data analysis. Perform and or coordinate laboratory analyzer data collection....
Market Research Analyst,SmartJets LLC & VIP Completions,"Fort Lauderdale, FL",,"Gather data about market conditions; Analyze data using excel or a statistical software; Convert complex data and findings into understandable tables, graphs,..."
Research Analyst,The Creative Group,"Miami, FL 33134",,"Prepare presentations that show data analysis with solid bases, with narrative and clear conclusions. Analyze information using audience measurement software..."
Project Scientist (FDEP Petroleum Restoration Experience),HCR,"Fort Lauderdale, FL",,"The Project Scientist supports the work of the Project Teams by performing tasks including field sampling, data compilation, assisting with report preparation,..."
Hurman Resources General Assistant,Biometric Advisers Pty Ltd,"Fort Lauderdale, FL",,"Computes wages and deductions, and enters data into computers. Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants..."
R&D Scientist,Affinity Resources,"Fort Lauderdale, FL","$47,000 - $57,000 a year","Compile, analyze, and interpret data in order to generate accurate test results and draw consistent and meaningful conclusions. R&D (Research & Development)...."
Analytical R&D Associate Scientist 1017 (ID#012),"The Staffing Resource Group, Inc","Miami, FL",$25 an hour,"Analytical Research & Development Associate Scientist. Make detailed observations, analyze data, and interpret results...."
"Manager, Statistical Programmer (Clinical)",Biorasi LLC,"Miami, FL 33180",,"Understanding of CDISC SDTM and ADaM data models. Ability to identify data issues, present problems, and implement solutions...."
Scientist: Quality Control,Affinity Resources,"Plantation, FL","$45,000 - $55,000 a year","Compile, analyze, and interpret data in order to generate accurate test results and draw consistent and meaningful conclusions. Temp to Perm...."
Technical Marketing Engineer,KEMET Electronics Corporation,"Fort Lauderdale, FL 33301 (Colee Hammock area)",,"Reporting to the Senior Manager of Technical Marketing you will be highly visible, working with a cross functional team of product experts, Field Application..."
Project Scientist (FDOT Transportation Improvement Contamination Experience),HCR,"Fort Lauderdale, FL",,"The Project Scientist supports the work of the Project Teams by performing tasks including field sampling, data compilation, assisting with report preparation,..."
