position,company,location,salary,summary
Scientist,Exponent,"Phoenix, AZ 85027",,"Providing case management, data processing, and other project support; Exponent's Human Factors Practice is seeking a Scientist for our Phoenix, AZ office...."
Sr Lead Quantitative Analyst,BNP Paribas,"Phoenix, AZ",,What sets Bank of the West apart from other banks is our team members–they embody the optimistic spirit of the West. There is a spirit here that drives us to...
COMPUTER SCIENTIST,Department of the Navy,"Phoenix, AZ","$32,844 - $161,900 a year","Computer Research Scientists. Computer And Information Research Scientists. Researching, interpreting, and carrying out computer scientist assignments...."
Reporting Manager-Data Analysis,LogistiCare,"Phoenix, AZ",,Complete any Requests for new report Creation or any investigation that requires data to be compiled. The Reporting Manager works with the corporate teams like...
STOPS SCIENTIST 2,Camris International,"Phoenix, AZ",,"Analyzes and interprets research data, communicates results and methods in reports, presentations, and manuscripts...."
Staff Scientist,TGen,"Phoenix, AZ",,"Experience interpreting whole genome, exome and/or RNA-sequencing data preferred. Responsible for managing research projects, designing and implementing..."
Renewables Data Scientist,NRG Energy,"Scottsdale, AZ 85251 (South Scottsdale area)",,"Two years of experience working with complex data sets, including multi-dimensional data. Must be data driven...."
Police Forensic Scientist II - DNA,City of Scottsdale,"Scottsdale, AZ 85251 (South Scottsdale area)","$57,678 - $83,637 a year","Knowledge of data interpretation, including mixed DNA samples and low level/quality DNA samples, probabilistic genotyping, and statistical analysis of DNA..."
OPERATIONS RESEARCH,Department of the Navy,"Phoenix, AZ","$32,844 - $161,900 a year","Information Research Scientists. Professional Scientist applying mathematical, statistical or scientific techniques to analyze data in support of operations...."
BIOINFORMATICS SCIENTIST,Camris International,"Phoenix, AZ",,Performs computation on research data analysis. Provides programming and troubleshooting support to the Federal Government in the dissemination of research data...
Research Fellow - Bioinformatics Job,Mayo Clinic,"Scottsdale, AZ",,"Collaborate with biologists and clinician scientists for data processing, integration, and interpretation; Prepare preliminary data for grant proposals...."
STOPS RESEARCH ANALYST 4,Camris International,"Phoenix, AZ",,Prepares various detailed reports and analyses of data. Performs complex research of various forms of literature and prepares literature reviews and data...
Ultimate Hoops Statistician,Life Time Fitness,"Goodyear, AZ",,Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....
SENIOR RESEARCH ANALYST - SAC,State of Arizona,"Phoenix, AZ","$45,000 - $60,000 a year","Compiles, edits, and reports research data and makes statistical projections based on the evaluation of data. Exceptional skills in data analysis (qualitative &..."
DATABASE PROGRAMMER STOPS,Camris International,"Phoenix, AZ",,Demonstrates expertise in data maintenance and statistical analysis. Coordinates with senior management/scientists and provides information/advice on database...
STOPS RESEARCH SCIENTIST 4,Camris International,"Phoenix, AZ",,Provides data analysis. Processes and analyzes data. Hypothesizes regarding any discrepancies with data. May act as a mentor for junior level scientists....
Sr. Quantitative Analyst – Loss Forecasting and Strategic Risk Analytics,BNP Paribas,"Tempe, AZ",,Experience working with large data sets. Knowledge of financial analysis data mining and statistics. Responsible for extraction of data from multiples sources...
Medical Laboratory Scientist I - Micro,Sonora Quest,"Phoenix, AZ 85002 (Central City area)",,"Monitors and controls inventory and assists in providing financial data for the department. Day shift, Medical Laboratory Scientist needed for our microbiology..."
Business Engagement Manager,Honeywell,"Phoenix, AZ 85034 (Central City area)",,"Lead a team of Data Scientists to build and productionize analytics. Using your expertise in data analytics and business consulting, you will convert business..."
FORMULATIONS SCIENTIST,Versum Materials,"Tempe, AZ",,Experience in design of experiments and statistical analysis of data is preferred. The person will need to present slurry performance and mechanistic...
Med Lab Scientist Microbiology (part-time),Sonora Quest,"Tempe, AZ 85280 (Broadmor area)",,Monitors and controls inventory and assists in providing financial data for the department. This position is responsible for a high level of technical knowledge...
Aircraft Health Monitoring Specialist,Honeywell,"Phoenix, AZ",,Experience working with data scientists. Data modeling activities and machine / component failure. Experience in aircraft maintenance 2 years of experience in...
"STOPS SCIENTIST, SENIOR",Camris International,"Phoenix, AZ",,"May mentor junior level scientists. Evaluates, analyzes and interprets research data, communicates results and methods in reports, presentations, and..."
Integrated Support Planning and Management Specialist,BOEING,"Mesa, AZ 85215 (Northeast area)",,"Skilled scientists and thinkers. Executes elements of support program activities to include support system analysis, spares, provisioning, technical data,..."
Application Developer for Innovation & Engineering,CSAA Insurance Group,"Glendale, AZ",,"Dataset experience in document, graph, log data and semi-structured data. Advanced knowledge and understanding of data mining, predictive modeling and data..."
R & D Assistant,Heraeus Holding GmbH,"Tempe, AZ",,"Review and provide updates to product data sheets and technical data packages. Under the direction of R&D Scientist, plan, direct, and conduct research..."
"STOPS RESEARCH SCIENTIST, SENIOR",Camris International,"Phoenix, AZ",,Processes and analyzes data. CAMRIS International is an international development and research firm that realizes innovative solutions to health and development...
Integrated Support Planning and Management Specialist,BOEING,"Mesa, AZ 85215 (Northeast area)",,"Skilled scientists and thinkers. Executes elements of support program activities to include support system analysis, spares, provisioning, technical data,..."
STOPS SCIENTIFIC RESEARCH ANALYST 2,Camris International,"Phoenix, AZ",,Prepares various detailed reports and analyses of data. Performs complex research of various forms of scientific literature and prepares scientific reviews and...
Post Doc,TGen,"Phoenix, AZ",,Proficiency in appropriate data analysis tools (statistical packages) is expected. Scientist to pursue biological validation studies that arise from genetic...
Hydrogeologist/Geologist,Brown and Caldwell,"Phoenix, AZ 85004 (Central City area)",,"This is a great opportunity to support an established and growing team of talented hydrogeologists, earth scientists, and engineers...."
Contractor - PT Python Instructor,Galvanize,"Phoenix, AZ",,Experience in industry in a data scientist or data analyst role. The Intro to Python curriculum prepares students for the Galvanize Data Science Immersive...
Epidemiology Program Manager - Infectious Disease,State of Arizona,"Phoenix, AZ","$65,000 a year","This position maintains and shares information and data of a very confidential nature. Public health surveillance, computerized database management, data..."
Cyber Security Research Scientist 1,Wells Fargo,"Chandler, AZ",,"This role will determine likelihood, ease of exploit, data classification, impact and provide a severity/risk rating...."
Instrumentation Technician 1,Exponent,"Phoenix, AZ 85027",,"Familiarity with instrumentation, system frequency response, data acquisition techniques, and digital and analog filtering techniques...."
STOPS STATISTICIAN 2,Camris International,"Phoenix, AZ",,Enters/ verifies data fields and data dictionaries. Collects and analyzes mathematical data. Performs descriptive and missing data analyses....
Cyber Security Research Scientist 1,Wells Fargo,"Chandler, AZ",,"This role will determine likelihood, ease of exploit, data classification, impact and provide a severity/risk rating...."
Medical Laboratory Scientist I,Sonora Quest,"Gilbert, AZ 85233",,Monitors and controls inventory and assists in providing financial data for the department. We are seeking a skilled and knowledgable medical laboratory...
Histology Technologist,Caris Life Sciences,"Phoenix, AZ",,Laboratory Scientists are responsible for performing routine histology duties; Demonstrated skills in technical data interpretation and ability to troubleshoot....
"Pharmaceutical Sales Specialist- Hospital Cardiovascular- Phoenix, AZ",AstraZeneca,"Phoenix, AZ 85004 (Central City area)",,"Experience working with Medical Information Scientists (MIS). You will provide timely and administrative management of work hours, sales data, customer..."
"STOPS STATISTICIAN, SENIOR",Camris International,"Phoenix, AZ",,Independently enters/verifies data fields and data dictionaries. Collects and analyzes mathematical data....
Medical Lab Scientist II,Phoenix Children's Hospital,"Phoenix, AZ 85002 (Central City area)",,"The Medical Laboratory Scientist II performs and interprets standard, complex and specialized laboratory tests...."
Mechanical Engineer,HDR,"Phoenix, AZ",,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists...."
Actuarial Manager,Aetna,"Scottsdale, AZ",,General Business/Turning Data into Information/MASTERY. Aetna takes our candidate's data privacy seriously....
"VP Chief Philanthropy Officer, Sun Health Foundation",Banner Health,"Phoenix, AZ",,Analytical and critical thinking skills are required to integrate and interpret data from diverse sources. Must have the ability to develop strong relationships...
PRN Histotechnologist,Caris Life Sciences,"Phoenix, AZ",,Laboratory Scientists are responsible for performing routine histology duties; Demonstrated skills in technical data interpretation and ability to troubleshoot....
Staff Geologist or Scientist,GHD,"Phoenix, AZ",,Staff Geologist or Scientist - PHO00109. As a Staff Geoplogist or Scientist you will conduct extensive data evaluation (groundwater levels and quality) and...
Information Security Engineer - Endpoint,McAfee,"Chandler, AZ 85226",,"You can be an architect, scientist, threat researcher, or a coder, as long as you design things that matter...."
Cyber Security Specialist 2 - Cloud Red Team Researcher/Scientist,Wells Fargo,"Chandler, AZ",,"This role will determine likelihood, ease of exploit, data classification, impact and provide a severity/risk rating...."
Senior Information Science Collection Management Focal,BOEING,"Mesa, AZ 85215 (Northeast area)",,"Skilled scientists and thinkers. Team members are also asked to consider data re-use potential, the authority of the sources the data comes from, and the..."
Contract Manufacturing Supplier Engineer,W. L. Gore & Associates,"Phoenix, AZ",,"Critical thinking, problem solving, statistical skills, and data analytics. Gore is a technology-driven global company built on entrepreneurial innovation,..."
IT - N/A - City of Mesa - UX Project Manager,Klein Management Systems,"Mesa, AZ",,"Understanding of the business value of data, analytics, visualization, open data, dashboarding, and data science...."
Director Clinical Development,Insys Therapeutics Inc,"Chandler, AZ",,Performing clinical study data review and analyses in conjunction with Biometrics Mentoring the Clinical Scientists and Project Managers and providing clinical...
Director of Data Engineering (Reporting and Analysis),Arizona Federal Credit Union,"Phoenix, AZ 85008 (Camelback East area)",,"Ten years' experience in data engineering and proficiency in Big Data querying tools, ETL techniques and framework, and integration of data from multiple data..."
"McAfee Security Cyber Security Architect (MCSA) - Sierra Vista, AZ Location",McAfee,"Phoenix, AZ 85018 (Camelback East area)",,"Support product implementation/operation and engage in hands-on implementation of Virtualized Enterprise Solutions (Servers and Networking), ePolicy..."
Emissions Inventory Intern,Maricopa County,"Phoenix, AZ 85003 (Central City area)",,"Read and comprehend informationinteract professionally at all times with residents, stakeholders, and staffoperate a computer to enter and/or retrieve data..."
Planning and Analysis Intern,Maricopa County,"Phoenix, AZ 85003 (Central City area)",,"Read and comprehend informationinteract professionally at all times with residents, stakeholders, and staffoperate a computer to enter and/or retrieve data..."
Statistician,CVS Health,"Scottsdale, AZ","$90,000 - $110,000 a year","Proficiency with data access and manipulation with SAS and retrieving data from large databases with SQL, or similar data access, manipulations and statistical..."
Quantitative Marketing Analyst,Carvana,"Phoenix, AZ",,Automate (or spec out work for dedicated developers and data scientists to automate) marketing processes including incorporation of data into real-time decision...
Clinical Research Data & Feasibility Analyst,Synexus,"Tempe, AZ",,"We are seeking a Clinical Research Data & Feasibility Analyst to join our team in Tempe, AZ! Challenge the teams to provide supportive evidence and ensure that..."
Data Statistical Specialist VI (Job 2211),Arizona Supreme Court,"Phoenix, AZ","$56,677 a year","Data Statistical Specialist VI. Under the general direction of the Operations and Research Manager, the Specialist VI is responsible for compiling and analyzing..."
"Senior Data Scientist - ML, DL, & NLP","HighPoint Technology Solutions, Inc.","Tempe, AZ",,We’re looking for a visionary coach/player with a professional history as an excellent Data Scientist to lead research into AI/Chatbot technology for our mobile...
BioEngineer Statistician,VisionGate,"Phoenix, AZ",, Develop data analysis scripts in SAS to perform data analysis.  Develop data management scripts to gather data together to support analysis objectives....
Associate Scientist,Arizona Department of Environmental Quality,"Phoenix, AZ","$56,573 - $75,000 a year","The *Associate Scientist*. Interpret correlations between data, human activities and environmental effects with minimal review...."
Predictive Analytics (Machine Learning),"Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ","$130,000 - $140,000 a year","Salary 130K to 140K We are assisting our Client, an innovative NEW high growth leader, Are you looking for more responsibility, More challenge. Leadership..."
Web Security Research Analyst,SiteLock,"Scottsdale, AZ","$50,000 a year","About SiteLock: SiteLock is the global leader in website security, currently protecting more than 12 million websites globally. SiteLock delivers 360-degree..."
Data Scientist,AZ-Tech Radiology,"Mesa, AZ",,The role of the Data Scientist at AZ-Tech Radiology is to develop models and algorithms to identify hidden relationships within and across databases which...
Pricing and Analytics Manager,Carvana,"Phoenix, AZ",,Automate (or spec out work for dedicated developers and data scientists to automate) pricing and inventory management processes including incorporation of data...
Construction Field Technician / Inspector,GeoTek,"Phoenix, AZ 85040 (South Mountain area)",$10 - $12 an hour,"Operates equipment, conducts tests/assessments and reports data. Prepares daily and data reports of testing and inspections...."
Simulation Developer,"VS Labs, LLC","Scottsdale, AZ",,You will also perform rigorous software validations using data acquired from benchmark simulation models developed in tested commercial software and data from...
Lab Technicians (Entry Level / Experienced),GeoTek,"Phoenix, AZ 85040 (South Mountain area)",$10 - $12 an hour,"Operates equipment, conducts tests/assessments and reports data. GeoTek’s staff is a multi-disciplinary team of professionals that include civil/geotechnical..."
Senior Simulation Developer,EndoVantage,"Scottsdale, AZ",,You will also perform rigorous software validations using data acquired from benchmark simulation models and data from physical measurements....
Environmental Scientist II (Hydrogeologist),Gilbane,"Phoenix, AZ",,"Evaluate data generated by field activities to provide detailed interpretations of subsurface lithology, groundwater flow conditions, vadose zone transport,..."
Environmental Engineer / Scientist,"WTI, Inc.","Phoenix, AZ 85040 (South Mountain area)",,", a leading civil engineering consulting firm has an excellent opportunity for an Engineer or Scientist in our Phoenix office...."
Software Engineer,"VS Labs, LLC","Scottsdale, AZ",,"Experience with algorithm design, efficient data structures, software development (2-5 years). Our team of scientists, computational engineers, mathematicians,..."
Data Scientist,VincentBenjamin,"Scottsdale, AZ","$100,000 - $140,000 a year","Job Description – Senior Data Scientist:. As Senior Data Scientist, you will be a member of Our client's Science Team...."
ATTI Field Technician / Inspector,GeoTek,"Phoenix, AZ 85040 (South Mountain area)",,"Operates equipment, conducts tests/assessments and reports data. Prepares daily and data reports of testing and inspections...."
Staff Professional (PH),GeoTek,"Phoenix, AZ 85040 (South Mountain area)",,"GeoTek’s staff is a multi-disciplinary team of professionals that include civil/geotechnical engineers, geologists, hydrogeologists, geophysicists, and..."
Project Environmental Engineer/Geologist/Scientist,Ninyo & Moore,"Phoenix, AZ 85034 (Central City area)",,"Responsibilities will also include conduct or various office task comprised of data compilation, review and assimilation of historic information and..."
Electrical Engineer,Altair Engineering,"Chandler, AZ",,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers...."
Director of Cannabis Extraction,Vangst,"Phoenix, AZ","$80,000 - $100,000 a year","Excellent experimental design, data collection, results interpretation, and problem solving skills. Have a collaborative attitude and work closely with other..."
Soil Chemist or Organic Chemist,"Bio Huma Netics, Inc.","Gilbert, AZ",,Interpret and maintain all data in a spreadsheet and prepare reports. BHN is seeking an experienced and specialized Senior Scientist - Soil Chemist to join our...
Web Designer - project Manager UX,SR International Inc.,"Mesa, AZ",,"Hands-on experience with user design projects• Understanding of digital disciplines including design, user behavior, persona mapping, marketing/digital..."
