position,company,location,salary,summary
"Scientist, Pizza",Rich Products Corporation,"Buffalo, NY",,"Analyzes research data and prepares detailed reports and presentations for R&D management. Design and execute experiments, analyze, and interpret data to make..."
TCCS Intern,Rich Products Corporation,"Buffalo, NY",,"The candidate will organize and prioritize tasks related to project work, summarize results in reports when required and assist in interpretation of data from..."
R&D Intern,Rich Products Corporation,"Buffalo, NY",,"The intern will perform analytical testing of different food products, collect and organize/summarize data and assist in other laboratory work as requested by..."
Technical Application Scientist II,Thermo Fisher Scientific,"Grand Island, NY 14072",,Technical Support Scientist II has contact with internal and external customers on a daily basis. Works on complex problems in which analysis of situations or...
Senior Data Strategy Analyst,"Neustar, Inc.","Hamburg, NY",,"4-6 years of experience in data collection, data analysis, quality assurance. Leading conversations with client data owners and media agency partners to..."
Scientist III Cell/Molecular Biology,Thermo Fisher Scientific,"Grand Island, NY 14072",,Presents data at scientific conferences (external and internal) and prepares other publications when appropriate....
"Research Scientist, Mechanical Reliability",Sentient Science Corporation,"Buffalo, NY 14209 (Delaware-West Ferry area)",,"R & D Department | West Lafayette IN, Idaho Falls ID, or Buffalo NY Job Description Sentient Science is a leader in predicting the durability and..."
Process Development Engineer II,Rich Products Corporation,"Buffalo, NY",,Strong engineering fundamentals and familiarity with experimental design and statistical data analysis....
Wind Drivetrain Technical Lead ? China,Sentient Science Corporation,"Buffalo, NY 14209 (Delaware-West Ferry area)",,"To accomplish this, the company has assembled the country?s top scientists in material science, tribology and advanced mathematics...."
Senior Pharmacometrician,"Simulations Plus, Inc.","Buffalo, NY",,Senior pharmacometricians will mentor junior level scientists in the development of their technical skills....
Laboratory Manager,Upstate New York Transplant Services,"Buffalo, NY",,"Strong analytical skills, including data analysis and data management. Degree or equivalent, plus a NYS Clinical Laboratory Scientist license...."
"Senior Manager, R&D - Cell Therapy",Thermo Fisher Scientific,"Grand Island, NY 14072",,Works on complex problems of diverse scope where analysis of situations or data requires an in-depth evaluation of multiple factors within aggressive timelines....
QC Analytical Team Leader,BTG Careers,"Farnham, NY",,Responsible for – Scientists and Graduate Scientists as designated. Perform routine duties as required in the analytical laboratory section in order to ensure...
"Associate Director, Account Medical Advisor or Senior Associate Director, Account Medical Advisor -Upstate NY",Boehringer Ingelheim,"Buffalo, NY",,"Ensure the timely and appropriate delivery of relevant scientific information including scientific data, clinically-relevant level of health economics and..."
Research Analyst - Intermediate (data analytics),Independent Health,"Williamsville, NY",,"Understands data warehousing concepts and data architecture, such as table structures, metadata, etc. Understands different types of data, such as clinical,..."
Research Scientist Specialized in Screening by Mass Spectrometry,People Science,"Buffalo, NY 14202 (Central Business District area)",,"Analysis and interpretation of assay development, high throughput screening, potency and mass spectrometry data...."
Research Scientist I,Lactalis American Group,"Buffalo, NY 14220",,"With the help of Research Scientist II or Director of R&D, the Research Scientist I will be responsible for the technological part of projects, to improve..."
Software Developer,"OmniSeq, Inc.","Buffalo, NY",,Experience working with scientists in biotech/pharmaceutical company and/or clinical labs highly desired....
Web Developer,Sentient Science Corporation,"Buffalo, NY",,"Experience with data processing and warehousing. Understanding of data management (permissions, security, monitoring)...."
Laboratory Manager,UNYTS,"Buffalo, NY",,"Must have strong analytical skills, including data analysis and data management. NYS Clinical Laboratory Scientist...."
Back-End Web Developer,Sentient Science Corporation,"Buffalo, NY 14209 (Delaware-West Ferry area)",,"Develops and maintains data related software and processes. Solid understanding of web services and computer science fundamentals (theory, data structures,..."
Main Bearing Technical Lead,Sentient Science Corporation,"Buffalo, NY",,"_Define project data requirements, plan project timelines, communicate challenges._. To accomplish this, the company has assembled the country’s top scientists..."
Software Engineer,Superior Group,"Buffalo, NY 14221",,"Database design and data modeling. Experience developing predictive analytic algorithms (statistical modeling, machine learning, data mining)...."
