position,company,location,salary,summary
STATISTICAL ANALYST A/B,University of Pennsylvania,"Philadelphia, PA",,Statistical Analyst B will use advanced statistical methods to analyze the data. The Statistical Analyst A will use standard SAS and/or STATA programming skills...
Robotics & Autonomy Research Intern,Lockheed Martin,"Cherry Hill, NJ 08002",,"These research scientists are a distributed team of scientists and engineers at ATL, other Lockheed Martin facilities, outside companies, and universities..."
Research Scientist - Deep Learning,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"You will use data mining, statistical analysis, and deep learning methods to enhance our research and system development...."
DATA SCIENTIST,University of Pennsylvania,"Philadelphia, PA",,"Experience with data science a plus. Master’s degree or PhD in Bioinformatics, Biostatistics, Computer Science, Data Science, Informatics or equivalent strongly..."
Sr. Principal Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)",,Shares data with team. Review and evaluate data scientist programs enterprise level to determine appropriate use of algorithm-driven products and solutions....
Principal Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)",,Define enterprise data strategy and data monetization processes through analysis of rich streams of unstructured data to find correlations between events and...
Data Analyst / Data Scientist,Defined Clarity,"Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)",$65 - $75 an hour,We have a client that is looking for a data scientist to add to its team. Call Center or Customer care data experience a plus....
Market Research Analyst - Competitive Intelligence,Reliance Standard Life Insurance Company,"Philadelphia, PA 19103 (Belmont area)",,"Preferred to have1-3years experience in strategic analysis, competitive/market intelligence and/or data analysis...."
Research & Insights Analyst,"PeopleMetrics, Inc.","Philadelphia, PA 19103 (Belmont area)",,"Demonstrate a clear understanding of data and the ability to explain data in a simple, concise way. The Research & Insights Analyst is responsible for..."
"VP, Data Science",Sidecar,"Philadelphia, PA 19107 (City Center East area)",,"Manage and develop a team of quantitative and highly skilled data scientists. Exceptional people manager, mentor, and leader with experience managing and..."
AR&D Scientist II,Lannett Company Inc,"Philadelphia, PA",,Accurately compiles and reports data. Responsible for supporting product development trial samples testing and method development/validation for primarily...
Clin Research Fin Analyst I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Req ID: 15745 Shift: Days Employment Status: AF - Active - Regular - Full Time Job Summary Under moderate guidance/supervision by a senior CRFA and/or...
Senior Analyst Quantitative Analytics,Lincoln Financial,"Philadelphia, PA",,"Alternate Locations: Philadelphia, PA (Pennsylvania) Relocation assistance will be considered/provided for this opportunity within our company guidelines...."
"Business Analyst, Scientific Business Units",Merck,"West Point, PA",,"Understand of data flow relationships and experience with driving data stewardship initiatives. Experience with completing risk, regulatory, and data security..."
RESEARCH ANALYST/DATABASE ADMINISTRATOR,University of Pennsylvania,"Philadelphia, PA",,"Proven data analysis skills are required. Ability to analyze data requirements, maintain database dictionaries, and integration of systems through database..."
RESEARCH ANALYST/DATABASE ADMINISTRATOR,University of Pennsylvania,"Philadelphia, PA",,"Proven data analysis skills are required. Ability to analyze data requirements, maintain database dictionaries, and integration of systems through database..."
BUSINESS & DATA ANALYSIS LIBRARIAN,University of Pennsylvania,"Philadelphia, PA",,"Provide a full range of data support services including assisting researchers with data analysis software packages, statistical and qualitative data analysis..."
Data Scientist - Predictive Analytics / Machine Learning,QuintilesIMS,"Philadelphia, PA",,"DATA SCIENTIST (PREDICTIVE ANALYTICS/ MACHINE LEARNING). Experience with patient-level, longitudinal data...."
"Market Research Analyst, Graduate & Extended Studies Programs",Saint Joseph's University,"Philadelphia, PA",,Assist in market research data to develop effective promotional materials and communications. Research market conditions to gather information and analyze...
Data Scientist,QuintilesIMS,"Plymouth Meeting, PA",,"DATA SCIENTIST (PREDICTIVE ANALYTICS/ MACHINE LEARNING). Experience with patient-level, longitudinal data...."
Data Engineer,SAINT-GOBAIN,"Malvern, PA 19355",,"Working with Architects, business stakeholders, Data Visualization Specialists and/or Data Scientists, determine semantic data access requirements, design..."
Population Health Research Assistant Full-time 40 hours per week,Main Line Health,"Wynnewood, PA 19096",,"Assists in Center’s data management and maintenance, including internal and external data sources. As the research center for Lankenau Hospital and the Main..."
Summer Internship for Research Department - Statistical Analyst,Federal Reserve Bank of Philadelphia,"Philadelphia, PA",,"This would include developing a common data dictionary, reconciling data, developing an update process, and generating initial analysis of the pooled data and..."
Clinical Genomic Scientist I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,The Clinical Genomic Scientist I position is an entry level position for a Genomic Scientist with a MS or PhD degree....
ANALYTICAL R&D SCIENTIST II (2 positions),Virtus Pharmaceuticals,"Bristol, PA",,"JOB DESCRIPTION –ANALYTICAL R&D SCIENTIST II (2 positions). Key responsibilities are to support the senior analytical scientists for method development, method..."
ANALYTICAL R&D SCIENTIST I,Virtus Pharmaceuticals,"Bristol, PA",,"JOB DESCRIPTION –ANALYTICAL R&D SCIENTIST I. Key responsibilities are to support the senior analytical scientists for daily analytical activities, including..."
Research Statistician I-Pediatric IDEAS Research Group,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Managing and analyzing data; Experience with design and maintenance of data management systems highly preferred....
Data Scientist,CSL Behring,"King of Prussia, PA",,The Data Scientist will accomplish this by utilizing processes and systems to extract knowledge or insights from either structure or unstructured data....
Technologist - Entry level,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"Whether you aspire to be a software expert, Data Scientist, UX Designer, Information Security Analyst, or a highly-regarded architect we can help you achieve..."
"Executive Director, Data Science",Comcast,"Philadelphia, PA 19103 (Belmont area)",,You will provide both strategic and tactical leadership and direction for the existing data scientist as well as assess the organization's on-going talent...
Director-Data Scientist,Cardone,"Philadelphia, PA 19124 (Juniata Park-Feltonville area)",,"Locate new and diverse data sources, analyze statistics, perform data studies, and implement quality procedures...."
Buy Side Research Analyst,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"Overview As an Analyst on SIG’s Research team, you will partner with our senior analysts and traders to identify investment opportunities in the equity and..."
"Specialist, Regulatory Affairs (CMC Data Management)",Merck,"West Point, PA",,Support CMC scientists in collection of Health Registration Management information to support change assessments....
Data Scientist - Institutional Advancement,Thomas Jefferson University and Hospitals,"Philadelphia, PA",,The Data Scientist is a highly motivated and inquisitive Business Intelligence Data Analyst. This ranges from Donor Data to Alumni Data and through Patient Data...
Data Scientist - Taxonomy,Clarivate Analytics,"Philadelphia, PA",,"Data Scientist, Knowledge Management. Clarivate Analytics is looking for a self-motivated and detail-oriented data scientist with excellent data interpretation..."
Planning Data Scientist,Delaware Valley Regional Planning Commission,"Philadelphia, PA",,Assist Manager of Data Coordination with internal data inventory effort and other data coordination activities....
"SR RESEARCH INVESTIGATOR, DISCOVERY PROJECT LEAD",University of Pennsylvania,"Philadelphia, PA",,"The successful candidate must thrive in a team environment, have excellent written and oral communication skills, ability to prioritize in a fast-paced..."
Logistics Data / Publication Spec,BOEING,"Ridley Park, PA",,"Analyze and evaluate engineering source data, vendor data, and customer data in order to design, organize, and develop technical data required to operate and..."
Statistician,QuintilesIMS,"Plymouth Meeting, PA",,Experience with large data sets and basic knowledge of SAS programming languages in both PC and mainframe environments is preferred....
Research Assistant I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,Assists with the preparation of data for publication or presentation at symposia. Formulates and performs complex lab experiments and analyzes & reports the...
College Intern: Enterprise Information Management,Independence Blue Cross,"Philadelphia, PA",,"Enterprise Information Management (EIM) team is responsible for enterprise-wide data modeling, new data acquisition, business intelligence reporting and..."
Associate Scientist Virus Production,Wuxi AppTec,"Philadelphia, PA",,Ability to evaluate technical data and record data accurately and legibly. Conducts critical review of results and reports data appropriately....
Senior Statistician,QuintilesIMS,"Plymouth Meeting, PA",,Experience analyzing very large amounts of data. Experience working with Patient-level and/or medical claims-level data....
Associate,Exponent,"Philadelphia, PA 19104 (Belmont area)",,"Analyzing and synthesizing technical biomechanical data involving kinematics, dynamics, mechanisms of injury, and human tolerance...."
R&D Scientist - Glass Expert,Heraeus Holding GmbH,"Conshohocken, PA",,R&D Scientist - Glass Expert 1. Location Conshohocken - Pennsylvania....
Lead Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)",,Define enterprise data strategy and data monetization processes through analysis of rich streams of unstructured data to find correlations between events and...
"Senior Scientist, Computational Chemistry",Johnson & Johnson Family of Companies,"Spring House, PA",,"Janssen Research & Development, a Johnson & Johnson Company is recruiting for a Senior Scientist, Computational Chemistry to be located Spring House,..."
"Senior Scientist, Computational Biology",Johnson & Johnson Family of Companies,"Spring House, PA",,A background in integrative data analysis approaches of high-dimensional biological data is preferred. Perform data analysis of a variety of omics platforms...
Research Analyst I - Emerging Technologies,ECRI Institute,"Plymouth Meeting, PA 19462",,"Clinical data analysis; Perform basic statistical tests on study data, accept and appropriately implement peer review critiques;..."
Automation Informatics & Data Analyst,GlaxoSmithKline,"Collegeville, PA 19426",,Experience with imaging data analysis preferred. Experience with bioactivity data analysis and molecular profiling is desired....
Strategic Options Trading Quantitative Analyst,Susquehanna International Group,"Bala-Cynwyd, PA 19004",,"You will work with large data sets, often terabytes of data, containing billions of records daily. Experience working with large, often messy, data sets...."
Scientist,Exponent,"Philadelphia, PA 19104 (Belmont area)",,"Providing case management, data processing, and other project support. Exponent’s Human Factors Practice is seeking a Scientist for our Philadelphia, PA office...."
Clinical Data Scientist (Manager),Pfizer,"Collegeville, PA",,Clinical Data Scientist Manager. Serve as Clinical Data Scientist for one or more clinical trials assuming responsibility for all DM&M activities including...
Scientist,Wuxi AppTec,"Philadelphia, PA",,"Ability to perform complex mathematic and data analysis, and to work with Excel and other scientific data analysis tools to collect and analyze data...."
Market Research & Portfolio Analyst,Johnson Matthey,"Conshohocken, PA",,Generates data for use in new product launch planning. Generates data that drives business-case analysis and which allows to make appropriate recommendations...
Technologist - Entry level,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,"Whether you aspire to be a software expert, Data Scientist, UX Designer, Information Security Analyst, or a highly-regarded architect we can help you achieve..."
Research and Analytics - Senior Analyst,JP Morgan Chase,"Wilmington, DE 19801",,"Seeks to understand the meaning behind complex data, apply analysis techniques, and translate analysis into easy-to-understand and actionable observations...."
"Executive Director, Data Science",Comcast,"Philadelphia, PA 19103 (Belmont area)",,You will provide both strategic and tactical leadership and direction for the existing data scientist as well as assess the organization's on-going talent...
"CCB Data Scientist-Marketing Modeling-Wilmington, DE",JP Morgan Chase,"Wilmington, DE 19801",,"Perform data extraction, sampling, advance data mining and statistical analysis/modeling using linear regression, logistic regression, time series analysis..."
Statistical Programmer - PL/SQL Developer,QuintilesIMS,"Plymouth Meeting, PA",,"Devoted to applying big data to clinical trials, this high-profile team aims to be a global leader in the application of big data within the drug development..."
Scientist / Research Scientist - Chromatography / Mass Spectrometry Job,Arkema Americas,"King of Prussia, PA",,"Analyze and interpret data, and perform additional experiments as needed. Based at Arkema's Corporate Offices and R&D Center in King of Prussia, PA, the..."
Research Associate - Color Instrumentation Scientist,Axalta Coating Systems,"Wilmington, DE",,"The scientist employs technical skills in optical measurement, modeling, algorithm development, visual psychophysics, color imaging and data analysis...."
Associate Research Scientist - Biopharm - cGMP - qPCR,PPD,"King of Prussia, PA",,Associate Research Scientist - Biopharm - cGMP - qPCR - 143465. You would often need to review and compile results for data comparison....
"SR RESEARCH INVESTIGATOR, DISCOVERY PROJECT LEAD",University of Pennsylvania,"Philadelphia, PA",,"The successful candidate must thrive in a team environment, have excellent written and oral communication skills, ability to prioritize in a fast-paced..."
Data Scientist - Institutional Advancement,Thomas Jefferson University and Hospitals,"Philadelphia, PA",,The Data Scientist is a highly motivated and inquisitive Business Intelligence Data Analyst. This ranges from Donor Data to Alumni Data and through Patient Data...
"Senior Associate, Data Scientist",Capital One,"Wilmington, DE",,"Senior Associate, Data Scientist. Assess data quality, prepare data for processing, build, monitor, or validate statistical models, identify relationships and..."
Software Engineer,Elsevier,"Philadelphia, PA 19103 (Belmont area)",,Understanding of data modeling principles. Ability to work with complex data models. Familiarity of industry best practices — code coverage Proficiency with...
Data Scientist,DuPont,"Wilmington, DE",,The data scientist position is part of the DuPont Science & Innovation competency in data discovery and data analytics....
Planning Associate,Michael Baker International,"Philadelphia, PA",,"Compiling and analyzing data on economic, social, and physical factors; Collect a variety of quantitative and qualitative data to prepare reports and maps...."
POSTDOC ASSOCIATE,Temple University Health System,"Philadelphia, PA",,The Postdoctoral Associate is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal...
Sr Statistical Modeler,Risk Solutions,"King of Prussia, PA",,"Experience processing large data sets. Develop, code, and implement analyses and models using medical claims data, as well as additional related databases such..."
"Head, Statistical Programming & Analysis",Johnson & Johnson Family of Companies,"Horsham, PA",,"Establishing Janssen Data Analysis team as an industry. High-end programming solutions for data exploration, design evaluation etc...."
Statistical Programmer - PL/SQL Developer,QuintilesIMS,"Plymouth Meeting, PA",,"Devoted to applying big data to clinical trials, this high-profile team aims to be a global leader in the application of big data within the drug development..."
QC Analyst,NMS Labs,"Willow Grove, PA",,"Ability to read and interpret technical procedures and data. Ability to define problems, collect data, establish facts, and draw valid conclusions...."
RESEARCH INVESTIGATOR SR,University of Pennsylvania,"Philadelphia, PA",,Experience must include processing and analysis of neuroimaging data. The ideal candidate will have demonstrated excellent qualifications in quantitative...
Formulation R&D Scientist III,Virtus Pharmaceuticals,"Bristol, PA",,Formulation R&D Scientist III. Familiarity with interpretation of data generated by various developmental analytical tools....
QC Analyst,NMS Labs,"Willow Grove, PA",,"Ability to read and interpret technical procedures and data. Ability to define problems, collect data, establish facts, and draw valid conclusions...."
Logistics Engineer - Obsolesce,Scientific Research Corporation,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",,Ability to assist government customer staff in the collection and analysis of actual and predictable obsolesce data....
Scientist / Research Scientist - Chromatography / Mass Spectrometry Job,Arkema Americas,"King of Prussia, PA",,"Analyze and interpret data, and perform additional experiments as needed. Based at Arkema's Corporate Offices and R&D Center in King of Prussia, PA, the..."
Associate Research Scientist - Biopharm - cGMP - qPCR,PPD,"King of Prussia, PA",,Associate Research Scientist - Biopharm - cGMP - qPCR - 143465. You would often need to review and compile results for data comparison....
Data Scientist II,Vanguard,"Malvern, PA",,"Identifies and diagnoses data inconsistencies and errors, forages to fill data gaps and blazes new data trails...."
Associate Research Scientist,Charles River Laboratories,"King of Prussia, PA 19406",,"An Associate Research Scientist will serve as a scientist in the conduct of assigned nonclinical research studies of basic complexity, to include study..."
Senior Scientist,Axalta Coating Systems,"Wilmington, DE",,Qualifications of the Senior Scientist:. Job Responsibilities of the Senior Scientist:. Knowledge of designed experimentation and statistical data analysis is a...
Senior Quantitative Research Analyst,M&T Bank,"Wilmington, DE",,"Assists in the development of the data infrastructure for investment management, including market, portfolio and analytics data and other data...."
Associate Project Business Analyst,JP Morgan Chase,"Wilmington, DE 19801",,Ability to manage highly sensitive employee data. On-going partnership with Workforce Analytics (WFA) data scientists to ensure that the automated reader is...
RESEARCH INVESTIGATOR SR,University of Pennsylvania,"Philadelphia, PA",,Experience must include processing and analysis of neuroimaging data. The ideal candidate will have demonstrated excellent qualifications in quantitative...
Research Analyst,Sweans Technologies,"Wilmington, DE 19809",,Employing a variety of research techniques to understand and analyse online & social data and provide insight about relevant online conversations and voices in...
Data Scientist-Essentials of Manufacturing (EOM),SAINT-GOBAIN,"Malvern, PA 19355",,Data mining experience and ability to automate preprocessing of data. Development of data visualization tools....
"Research Scientist, Bioconjugation & Targeted Delivery",Johnson & Johnson Family of Companies,"Spring House, PA",,"Author data summaries, technical reports, standard operating procedures, publications, and presentations. Contribute to multiple research projects and provide..."
Software Engineer 2 - Computer Vision,Siemens,"Malvern, PA",,Understand algorithms designed by scientists and support knowledge transfer to productization team. Our group delivers medical image analysis software...
"Analyst 2, Mktg Research & Planning",Comcast,"West Conshohocken, PA 19428",,"And/or syndicated data (Scarborough, Experian, Polk, Kantar, etc.)- Understands fundamentals media measurement, research and local cable advertising.-..."
Research Scientist Sr Stf,Lockheed Martin,"King of Prussia, PA 19406",,"Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources combined with empirical research and finding answers to hard..."
Ultimate Hoops Statistician,Life Time Fitness,"Fort Washington, PA",,Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....
Statistical Programmer (Associate),Pfizer Inc.,"Collegeville, PA",,Working knowledge of clinical data. Will be learning in the space of programming and data standards. This role is a hands on statistical programmer supporting...
RESEARCH SPECIALIST C,University of Pennsylvania,"Philadelphia, PA",,Participate in internal data sharing. Create graphs/figures for data presentations and publications. Research Specialist is expected to keep abreast of the work...
Senior Research Analyst,Independence Blue Cross,"Philadelphia, PA",,"Three to five years experience analyzing large datasets, demonstrable technical experience and data management skills including data development, data..."
Research Scientist Sr Stf,Lockheed Martin,"King of Prussia, PA 19406",,"Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources combined with empirical research and finding answers to hard..."
Ultimate Hoops Statistician,Life Time Fitness,"Fort Washington, PA",,Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....
POSTDOC FELLOW,Temple University Health System,"Philadelphia, PA",,The Postdoctoral Fellow is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal of...
DREXEL LAB SCIENTIST CO-OP,Johnson & Johnson Family of Companies,"Spring House, PA",,"Laboratory experiments, analyze experimental data, generate. The Lab Scientist will join the Translational. Is recruiting for a Lab Scientist Co-op, located in..."
PK/PD Scientist,Johnson & Johnson Family of Companies,"Spring House, PA",,The PK/PD Scientist primarily supports preclinical and early clinical development of therapeutic biologics across all Therapeutic Areas....
Associate Principal Scientist - GMP Laboratories,Merck,"West Point, PA",,"Possess strong scientific skills including sound experimental design, data processing and interpretation skills...."
"Scientist, HTS Assay Development",Johnson & Johnson Family of Companies,"Spring House, PA",,"The Scientist, HTS Assay Development will:. Analyze and publish screening data including presentation at program team meetings...."
Research Analyst,Sweans Technologies,"Wilmington, DE 19809",,Employing a variety of research techniques to understand and analyse online & social data and provide insight about relevant online conversations and voices in...
Associate Principle Scientist,Merck,"Upper Gwynedd, PA",,"Working knowledge of statistical and data processing software e.g. SAS and/or R. Interacts with Clinical, Regulatory, Statistical Programming, Data Management,..."
Data Visualization Software Engineer,KPMG,"Philadelphia, PA",,"Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores, and preparing data for visualization...."
Senior Research Analyst,Independence Blue Cross,"Philadelphia, PA",,"Three to five years experience analyzing large datasets, demonstrable technical experience and data management skills including data development, data..."
POSTDOC FELLOW,Temple University Health System,"Philadelphia, PA",,The Postdoctoral Fellow is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal of...
Process Analytics Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",,"Document laboratory activities electronically and enter process data into database. Process Analytical Scientist responsibilities include, but are not limited..."
"Senior Associate Scientist, Antibody Discovery",Johnson & Johnson Family of Companies,"Spring House, PA",,"As a Senior Associate Scientist responsibilities include:. Janssen Research & Development, L.L.C., a division of Johnson & Johnson's Family of Companies is..."
"Associate Scientist, Exploratory Biology",Johnson & Johnson Family of Companies,"Spring House, PA","Estimated salary: $64,000 - $82,000 a year","The Associate Scientist will:. Scientist located in Spring House, PA. The Associate Scientist will join the...."
Proteomics,The Wistar Institute,"Philadelphia, PA 19104 (Belmont area)",,"While preference will be given to experienced scientists, we are willing to train exceptionally motivated individuals with strong analytical and communication..."
Senior Statistical Programmer,Cytel,"King of Prussia, PA",,"Excellent SAS data manipulation, analysis and reporting skills. Familiarity with drug development life cycle and experience with the manipulation, analysis and..."
Assistant Scientist,Johnson & Johnson Family of Companies,"Spring House, PA","Estimated salary: $58,000 - $74,000 a year","The candidate will record and analyze experimental data, verify data integrity and accuracy, and report/summarize findings to the project team, and also draft..."
Data Scientist,Workbridge Associates,"Philadelphia, PA","$100,000 - $130,000 a year",Experience with Big Data. A software company located in Philadelphia is seeking a Mid to Senior Level Data Scientist to join their team....
Residency Program Coordinator,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)",,"Maintains databases with resident and faculty data, including E-Value. Assists in monitoring resident’s duty hours, evaluations and operative/case experience..."
Assistant Scientist,Johnson & Johnson Family of Companies,"Spring House, PA",,"The candidate will record and analyze experimental data, verify data integrity and accuracy, and report/summarize findings to the project team, and also draft..."
Senior Statistical Programmer,Cytel,"King of Prussia, PA",,"Excellent SAS data manipulation, analysis and reporting skills. Familiarity with drug development life cycle and experience with the manipulation, analysis and..."
Web of Science Editor,Clarivate Analytics,"Philadelphia, PA",,"The Scientific & Academic Research business of Clarivate Analytics provides research and analytic solutions, including Web of Science, the “gold standard”..."
RESEARCH SPECIALIST A/B,University of Pennsylvania,"Philadelphia, PA",,"Generate reliable data. Perform initial data assessment. Process and analyze results and data, perform calculations, initial data assessment, and create graphs..."
"Senior Scientist, Analytical Technology Transfer",GlaxoSmithKline,"King of Prussia, PA",,Provide data review to ensure and monitor the ongoing performance of analytical methods. The Analytical Technology Transfer and Validations team has positions...
Backend Engineer,Oncora Medical,"Philadelphia, PA","$80,000 - $120,000 a year",Improve and optimize existing data pipelines in conjunction with data scientists and engineers. Identify and extract useful information from heterogeneous data...
AI Engineer,Vanguard,"Malvern, PA",,"Collaborate with other AI Engineers, Data Scientists, and Data Analysts on proper use of Machine Learning algorithms, tools, and frameworks...."
Sr. Software Engineer- Decision Team/Simulation Platform,Grubhub,"Philadelphia, PA",,"Create tooling for massively parallel simulation execution, data collection, and analysis. Work with observational data so we can use it in the simulated..."
Intermediate Tax Research Analyst Tax Research Center,"Vertex, Inc.","King of Prussia, PA",,Analyze tax changes to determine how it impacts existing data. Obtain rate and jurisdictional data from state and local jurisdictions....
Research Associate - Color Instrumentation Scientist,Axalta Coating Systems,"Wilmington, DE",,"The scientist employs technical skills in optical measurement, modeling, algorithm development, visual psychophysics, color imaging and data analysis...."
Backend Engineer,Oncora Medical,"Philadelphia, PA","$80,000 - $120,000 a year",Improve and optimize existing data pipelines in conjunction with data scientists and engineers. Identify and extract useful information from heterogeneous data...
Web of Science Editor,Clarivate Analytics,"Philadelphia, PA",,"The Scientific & Academic Research business of Clarivate Analytics provides research and analytic solutions, including Web of Science, the “gold standard”..."
"Senior Scientist, Neurophysiology",Merck,"West Point, PA",,"Experience generating and analyzing functional imaging data including 2 photon imaging. This Senior Scientist will employ whole cell patch clamp, high speed..."
Senior Scientist - GMP Laboratories,Merck,"West Point, PA",,"Possess strong scientific skills including sound experimental design, data processing and interpretation skills...."
Predictive Analytics Manager,Piper Companies,"Plymouth Meeting, PA",,Oversee multiple work streams within projects involving Data Scientists and Clinical Experts. Collaborate with software engineers and data scientists to improve...
Quantitative Strategy Analyst,Harnham,"Philadelphia, PA",,You will join the Credit Risk team comprised of data and analytics professionals who are passionate about leveraging data and analytics to optimize operations...
"Senior Scientist, Target Protein Design",Merck,"West Point, PA",,"Requisition ID: MOL000379 Merck & Co., Inc. Kenilworth, N.J., U.S.A. known as Merck in the United States and Canada, is a global health care leader with a..."
Sr. Software Engineer- Decision Team/Simulation Platform,Grubhub,"Philadelphia, PA",,"Create tooling for massively parallel simulation execution, data collection, and analysis. Work with observational data so we can use it in the simulated..."
Associate Scientist,Weston Solutions,"West Chester, PA",,"The Associate Scientist provides clients with accurate and pertinent scientific data according to agreed upon methods, procedures, and techniques...."
