position,company,location,salary,summary
Scientist - Polymers & Sample Preparation,Tech Observer,"Duluth, GA",,"Testing and data handling in an industrial or R&D laboratory:. Long-term Contract Opportunity with direct pharmaceutical client based in Duluth, GA - Georgia..."
Research Scientist,Synerfac,"Norcross, GA",,Reviews test data and reports of other tea members for accuracy and completeness. The purpose of this job is to perform original research with the intent to...
Property Tax Research Analyst,Cold River Land,"Alpharetta, GA",,Accuracy in data entry and processing. Daily uploads to data room for customer access. Compile parcel data into spreadsheet format by using information...
Senior Environmental Engineer,Conversion Technology Inc.,"Norcross, GA 30071",,Manage and review work performed by other engineers and scientists. Analyze data and prepare water discharge permit applications for submittal to state and...
Quantitative Analyst,TRC Professional Solutions,"Atlanta, GA 30346",,"Strong communication skills with talent to create data infographics. Will include design, data collection, analysis, reporting and presentations to leadership...."
Sr Data Scientist (AWS),"eHire, LLC","Atlanta, GA 30326 (Buckhead area)",,Senior Data Scientist. A strong understanding of data profiling and data cleansing techniques. The Senior Data Scientist is responsible for collecting data and...
Marketing Research Analyst,NorthPoint Search Group,"Flowery Branch, GA",,Experience auditing and managing data from multiple sources. Define and implement standardization of data within the marketing department....
Front End/UI Developer,Prestige Staffing,"Alpharetta, GA","$80,000 - $120,000 a year","You will join a small team researching innovative data mining, data visualization and workflows for their security software product...."
"Mechanical Engineer (2+ years, medical devices)",Source One Technical Solutions,"Duluth, GA 30097",,"The scientist works in development, analysis, and troubleshooting on new and existing products. 2+ years of relevant hands-on experience with testing and data..."
"Accounting Policy, Research and Special Projects Senior Analyst",IITS,"Duluth, GA","$75,000 a year","Title: Accounting Policy, Research and Special Projects Senior Analyst Location: Duluth, GA Type: Full Time Salary: $75,000+Benefits Client: NCR ..."
