position,company,location,salary,summary
Data Analyst I,ABBOTT LABORATORIES,"Alameda, CA",,"Assisting the Data Scientist role in activities (which are not limited to), extraction of big data, data manipulation and cleaning of data, and continuous..."
Lecturer - Statistics,University of California Berkeley,"Berkeley, CA",,Concepts in Computing with Data. Introduction to Data Science STATISTICS 20:. Introduction to Probability & Statistics for Life Scientists STATISTICS 133:....
Intern: Data Science (Spatial Agronomic Modeling),The Climate Corporation,"San Francisco, CA",,"Collaborate fluidly with a diverse team of data scientists, agronomic domain experts, and software engineers in order to ensure the best possible research..."
Data Science Engineer,Desk.com,"San Francisco, CA",,Salesforce is looking for data scientists with hands on experience transforming unique data into amazing products....
Machine Learning Engineer,JP Morgan Chase,"San Francisco, CA 94107 (South Of Market area)",,"Expertise in application, data and infrastructure architecture disciplines. Computer Science, Mathematics, Operations Research, Data Science)...."
Data Scientist,art.com,"Emeryville, CA 94608",,"Art.com seeks a full-time Data Scientist to translate data into intelligence, solving a variety of business problems and enabling business growth...."
Lecturer - Statistics,University of California Berkeley,"Berkeley, CA",,Concepts in Computing with Data. Introduction to Data Science STATISTICS 20:. Introduction to Probability & Statistics for Life Scientists STATISTICS 133:....
Senior Data Scientist,Adobe,"Emeryville, CA",,"Ability to be a self starter, and work closely with other data scientists and software engineers to design, test and build production ready ML and optimization..."
Data Scientist I,Big Fish Games,"Oakland, CA 94612 (Northgate area)",,"2-3 years of prior data analysis experience. Perform data discovery, collection and integration of game and player data from multiple source systems to arrive..."
Quantitative Analyst,Wish,"San Francisco, CA",,"Experience with data visualization. Experience manipulating data sets through statistical software (ex. Apply your expertise in quantitative analysis, data..."
Machine Learning Intern,Betterview,"San Francisco, CA",,Betterview is a data collection and analytics platform for inspecting buildings and properties using drones....
Postdoctoral Fellow in Energy Data Visualization and Curation - Library,University of California Berkeley,"Berkeley, CA",,"Expertise in data analysis, data visualization and data management techniques are critical qualities of successful applicants...."
Machine Learning Research Scientist,Sentient,"San Francisco, CA",,"We are seeking an exceptional Machine Learning Research Scientist to join our Artificial Intelligence team. Combining evolutionary computation, deep learning..."
Data scientist,Even,"Oakland, CA",,You have spent at least three years working as a data scientist. A remarkably talented and supportive team of peers to help you grow as a data scientist....
"AI / Machine Learning Researcher, Financial Services",Sentient,"San Francisco, CA",,Sentient Investment Management is a Hedge Fund firm developing and applying quantitative trading and investment strategies built using the world’s most...
Sr. Data Scientist,Dictionary.com,"Oakland, CA",,The Data Scientist will have a tremendous impact on the usability and profitability of dictionary.com as well as play a critical role in bringing new innovative...
"Scientist, Computational Biology","23andMe, Inc.","San Francisco, CA",,Experience developing robust data analysis software. Linear and nonlinear modeling of statistical data. Extend existing target discovery efforts to incorporate...
"Computational Biologist, Data Science Research",Counsyl,"South San Francisco, CA 94080",,We are seeking a computational biologist—anywhere in the spectrum from the mathematically inclined molecular biologist to the software savant with basic...
Algorithm Engineer/Data Scientist,Motiv,"San Francisco, CA",,We are hiring an Algorithm Engineer/Data Scientist that is passionate about taking wearable technology to the next level....
Machine Learning Engineer,Twitter,"San Francisco, CA 94103 (South Of Market area)",,"You’re an relevance engineer, applied data scientist or machine-learning engineer who wants to work on exciting algorithmic and deep infrastructure issues...."
Machine Learning Engineer,Fathom Health,"San Francisco, CA",,"Work with a range of structured and unstructured data sources. Managing large-scale crowd-sourcing data labelling and acquisition (Amazon Turk, Crowdflower, etc..."
Machine Learning Engineer,CodeFights,"San Francisco, CA",,"CodeFights is one of the fastest growing technology startups in the heart of San Francisco on a mission to discover, develop and promote technical talent. We..."
Machine Learning Engineer,Castle Global,"San Francisco, CA",,"Hive Data is the world’s largest two-sided marketplace for machine learning data labeling. Hive Data, Hive Predict, and Hive Enterprise...."
Machine Learning Engineer,Angle Technologies,"San Francisco, CA",,"We use ML to help populate our worlds in a way that feels organic and handmade. Design, build and own Novel uses of texture synthesis and style transfer...."
Machine Learning Engineer,Credit Karma,"San Francisco, CA",,2+ years of Big Data experience. You’ll be working on the machine learning infrastructure to help data scientists develop models which will be used to improve...
Data Scientist,Indeed,"San Francisco, CA",,"As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Have full stack experience in data collection, aggregation, analysis,..."
Research Scientist II Investigator,Kaiser Permanente,"Oakland, CA",,"Mentors/supervises junior level research scientists and technical staff. Provides consultation and data interpretation to TPMG, KFH/P managers and committees...."
"Plant Genomics Research Associate, IGI",University of California Berkeley,"Berkeley, CA",,"Collaborate with other institutions, compile data, prepare and draft research reports. Our scientists conduct world-class research, driven by the real..."
"Computational Biologist, Data Science Research",Counsyl,"South San Francisco, CA 94080",,We are seeking a computational biologist—anywhere in the spectrum from the mathematically inclined molecular biologist to the software savant with basic...
Data Research Analyst,InventiveSMi,"San Francisco, CA",,Operates effectively as a member of the development team Responsible for meeting expectations and deliverables on time and in high quality. Responsible for...
Sr Data Scientist,General Electric,"San Francisco, CA 94102 (Downtown area)",,We are looking for an expert Data Scientist to join our world-class team. Hands-on experience analyzing real-world data....
"Laboratory Assistant II, PMB",University of California Berkeley,"Berkeley, CA",$17.22 - $20.25 an hour,Keeping accurate written and computer records of experimentation and analysis of experimental data. Our cutting-edge research by the world's foremost scientists...
Data Engineer,Dropbox,"San Francisco, CA",,Develop and manage data pipelines at enterprise scale Build data expertise and own data quality for various data flows Launch and support new data models that...
